patientid,statusid,name,description,staffid,datein,dateout,time_in,time_out,time_duration,census_reason_id,census_reason_txt,reason_txt,display_id
10654,1,Nyxie,Preventative Care Exam,11,6/28/2023 15:45:24,6/28/2023 16:09:05,15:45,16:09,24 m,,Wellness on CHILL,,MPV
11006,1,Lucifer,Sick,16,11/19/2022 11:12:08,11/19/2022 12:13:43,11:12,12:13,1 h 1 m,,vomiting for a month,,MPV
11006,1,Lucifer,Recheck,16,12/9/2022 16:26:48,12/9/2022 17:15:37,16:26,17:15,49 m,,,,MPV
11006,1,Lucifer,Sick,6,5/3/2023 15:52:45,5/3/2023 16:17:10,15:52,16:17,25 m,,URI flare up,,MPV
25552,1,Ace,Preventative Care Exam,6,10/7/2022 10:56:56,10/7/2022 11:11:36,10:56,11:11,15 m,,,,MPV
25552,1,Ace,Technician Appointment,TK,1/26/2023 16:11:38,1/26/2023 16:19:36,16:11,16:19,8 m,,Lyme & Lepto,,MPV
26014,3,Lodi,Technician Appointment,TK,9/8/2022 10:46:21,9/8/2022 11:14:46,10:46,11:14,28 m,,cytopoint,,MPV
25952,1,Khalessi,Preventative Care Exam,M11,11/22/2022 12:16:21,11/22/2022 12:50:54,12:16,12:50,34 m,,,,MET
26014,3,Lodi,Sick,11,1/23/2023 11:30:12,1/23/2023 11:59:39,11:30,11:59,29 m,,"mucus on stools, drinking",,MPV
26014,3,Lodi,Technician Appointment,TK,3/7/2023 9:12:52,3/7/2023 9:41:20,9:12,9:41,29 m,,cytopoint inj.,,MPV
25952,1,Khalessi,Sick,4,3/7/2023 9:13:01,3/7/2023 9:41:20,9:13,9:41,28 m,,allergies/belly,,MPV
26014,3,Lodi,Lab Work,TK,5/1/2023 9:34:07,5/1/2023 9:44:35,9:34,9:44,10 m,,IL10139 blood work,,MPV
26014,3,Lodi,Sick,11,6/12/2023 12:46:18,6/12/2023 14:02:13,12:46,14:02,1 h 16 m,,diarrhea,,MPV
25952,1,Khalessi,Sick,M11,7/28/2023 16:23:57,7/28/2023 16:55:03,16:23,16:55,32 m,,,,MET
31354,1,Birdie,New Client,24,2/20/2023 8:26:55,2/20/2023 9:09:42,8:26,9:09,43 m,25,,Wellness,MPV
31354,1,Birdie,Technician Appointment,TK,3/13/2023 9:27:22,3/13/2023 9:33:32,9:27,9:33,6 m,,2nd leuk,,MPV
30321,1,Yucca,New Client,M11,11/4/2022 10:52:50,11/4/2022 11:29:27,10:52,11:29,37 m,,,,MET
30321,1,Yucca,Preventative Care Exam,M11,12/6/2022 16:21:10,12/6/2022 16:46:32,16:21,16:46,25 m,,next kitten,,MET
30321,1,Yucca,Short Procedure,4,2/13/2023 7:40:52,2/13/2023 18:38:29,7:40,18:38,10 h 58 m,,Feline castration,,MPV
30321,1,Yucca,Technician Appointment,TK,3/7/2023 10:19:30,3/7/2023 10:26:48,10:19,10:26,7 m,,2nd felv,,MPV
31473,1,Layla,Travel Health Certificate,6,2/14/2023 13:54:04,2/14/2023 14:19:30,13:54,14:19,25 m,,Puerto rico,,MPV
7692,1,Jax,Preventative Care Exam,16,3/17/2023 10:35:59,3/17/2023 11:27:21,10:35,11:27,52 m,,,,MPV
7692,1,Jax,Sick,6,7/18/2023 13:58:14,7/18/2023 14:26:26,13:58,14:26,28 m,,P going pee all over house,,MPV
19747-4,1,Tiger,Sick,4,8/6/2022 11:27:55,8/6/2022 12:25:42,11:27,12:25,58 m,,,,MPV
27340,1,Meko,Behavior Consultation,19,9/3/2022 10:17:02,9/3/2022 11:00:05,10:17,11:00,43 m,,,,MPV
22972,1,Rascal,Preventative Care Exam,6,1/21/2023 12:19:58,1/21/2023 12:44:43,12:19,12:44,25 m,,Yearly and check teeth,,MPV
27340,1,Meko,Preventative Care Exam,6,4/7/2023 8:43:18,4/7/2023 9:43:24,8:43,9:43,1 h 0 m,,tnt,,MPV
27754,1,Hercules,Preventative Care Exam,6,7/25/2023 13:42:56,7/25/2023 14:04:27,13:42,14:04,22 m,,,,MPV
11331,1,Fin,Technician Appointment,TK,9/23/2022 10:42:21,9/23/2022 11:11:50,10:42,11:11,29 m,,,,MPV
16077,1,Max,Preventative Care Exam,16,10/5/2022 10:22:38,10/5/2022 10:40:33,10:22,10:40,18 m,,,,MPV
11331,1,Fin,Technician Appointment,TK,11/4/2022 10:54:57,11/4/2022 11:16:07,10:54,11:16,22 m,,,,MPV
11331,1,Fin,Technician Appointment,TK,12/20/2022 16:17:47,12/20/2022 16:51:18,16:17,16:51,34 m,,soak nailbed,,MPV
11331,1,Fin,Senior Exam,6,1/31/2023 14:40:31,1/31/2023 15:11:21,14:40,15:11,31 m,,NT & soak paw,,MPV
11331,1,Fin,TNT,TK,4/4/2023 15:52:29,4/4/2023 16:20:00,15:52,16:19,27 m,,toe soak,,MPV
11331,1,Fin,TNT,TK,7/12/2023 14:42:55,7/12/2023 15:13:50,14:42,15:13,31 m,,NT & paw soak,,MPV
5777,1,Cozie,Sick,L16,8/8/2022 16:15:43,8/8/2022 16:47:40,16:15,16:47,32 m,,ADR- wobbly,,LVH
5248,1,Daisy,Recheck,L4,8/10/2022 16:56:26,8/10/2022 17:15:23,16:56,17:15,19 m,,ears,,LVH
5248,1,Daisy,Sick,L16,9/19/2022 17:58:18,9/19/2022 18:35:24,17:58,18:35,37 m,,another ear infection,,LVH
5248,1,Daisy,Recheck,L16,10/3/2022 17:19:40,10/3/2022 17:38:22,17:19,17:38,19 m,,,,LVH
5777,1,Cozie,Sick,6,3/16/2023 14:50:30,3/16/2023 15:17:02,14:50,15:17,27 m,,congested,,MPV
5777,1,Cozie,Recheck,4,3/23/2023 15:04:08,3/23/2023 15:55:02,15:04,15:55,51 m,,Follow-up,,MPV
29233,1,Harry,New Client,19,8/8/2022 9:38:12,8/8/2022 10:12:37,9:38,10:12,34 m,,"New pet, II/VI heart murmu",,MPV
29233,1,Harry,Lab Work,TK,9/6/2022 9:02:31,9/6/2022 9:14:00,9:02,9:14,12 m,,,,MPV
29233,1,Harry,EXAM WITH VACCINES,11,1/30/2023 12:15:02,1/30/2023 12:48:59,12:15,12:48,33 m,,da2ppv & bordetella,,MPV
29233,1,Harry,Lab Work,TK,2/17/2023 14:40:45,2/17/2023 14:49:57,14:40,14:49,9 m,,,,MPV
29233,1,Harry,Sick,L19,5/26/2023 14:38:35,5/26/2023 15:02:49,14:38,15:02,24 m,,check ear,,LVH
29233,1,Harry,Recheck,L19,6/9/2023 14:14:42,6/9/2023 14:40:49,14:14,14:40,26 m,,,,LVH
29233,1,Harry,Sick,19,6/27/2023 10:08:10,6/27/2023 10:22:55,10:08,10:22,14 m,,ear infection,,MPV
31603,1,Scar,New Client,24,3/6/2023 12:02:12,3/6/2023 12:55:24,12:02,12:55,53 m,,pce,,MPV
32155,1,Jenny,New Pet,6,4/25/2023 17:32:29,4/25/2023 17:57:49,17:32,17:57,25 m,,sick,,MPV
31603,1,Scar,Recheck,24,5/5/2023 13:14:59,5/5/2023 13:54:36,13:14,13:54,40 m,,,,MPV
32155,1,Jenny,Sick,19,7/20/2023 16:16:28,7/20/2023 16:43:15,16:16,16:43,27 m,,uri,,MPV
20868-1,1,Benny,Preventative Care Exam,24,2/23/2023 13:04:33,2/23/2023 13:39:55,13:04,13:39,35 m,,vacc,,MPV
18871,1,Ophelia,Preventative Care Exam,M11,9/2/2022 10:49:22,9/2/2022 11:03:12,10:49,11:03,14 m,,,,MET
17968,1,Rizzi,Sick,M11,11/8/2022 12:58:09,11/8/2022 13:20:48,12:58,13:20,22 m,,check wound on leg,,MET
17968,1,Rizzi,Preventative Care Exam,6,3/10/2023 10:38:29,3/10/2023 10:51:41,10:38,10:51,13 m,,,,MPV
17968,1,Rizzi,Technician Appointment,TK,5/11/2023 12:59:18,5/11/2023 13:10:26,12:59,13:10,11 m,,1st Influenza vaccine,,MPV
17968,1,Rizzi,Sick,4,5/15/2023 9:18:36,5/15/2023 10:17:41,9:18,10:17,59 m,,coughing sneezing,,MPV
18871,1,Ophelia,Sick,4,5/15/2023 9:18:48,5/15/2023 10:17:41,9:18,10:17,59 m,,coughing sneezing,,MPV
17968,1,Rizzi,Technician Appointment,TK,6/6/2023 13:56:24,6/6/2023 14:03:57,13:56,14:03,7 m,,2nd Flu,,MPV
4128,2,Cooper,Preventative Care Exam,4,9/6/2022 8:27:29,9/6/2022 8:49:38,8:27,8:49,22 m,,,,MPV
4128,2,Cooper,EXAM WITH VACCINES,16,1/18/2023 11:15:40,1/18/2023 11:55:09,11:15,11:55,40 m,,lyme&lepto,,MPV
18294,2,Axle,Preventative Care Exam,16,1/18/2023 11:16:56,1/18/2023 11:55:09,11:16,11:55,39 m,,,,MPV
4128,2,Cooper,Sick,24,5/15/2023 16:18:13,5/15/2023 16:45:31,16:18,16:45,27 m,,,,MPV
30781,1,Madi,New Client,6,12/13/2022 16:28:11,12/13/2022 16:56:21,16:28,16:56,28 m,,rabies/fleas,,MPV
31120,3,Storm,Euthanasia,4,1/5/2023 10:22:36,1/5/2023 10:39:25,10:22,10:39,17 m,,NP/home burial/hit by car?,,MPV
22679,1,Stella,Preventative Care Exam,M16,3/28/2023 15:50:39,3/28/2023 16:03:47,15:50,16:03,13 m,,,,MET
2237,1,Bentley,Sick,L19,9/23/2022 15:17:00,9/23/2022 15:41:53,15:17,15:41,24 m,,puffy eye/discharge,,LVH
2237,1,Bentley,Senior Exam,19,10/17/2022 10:26:45,10/17/2022 10:48:03,10:26,10:48,22 m,,,,MPV
2237,1,Bentley,Recheck,19,12/7/2022 10:44:23,12/7/2022 11:06:03,10:44,11:06,22 m,,,,MPV
2237,1,Bentley,Senior Exam,19,3/16/2023 13:50:09,3/16/2023 14:30:13,13:50,14:30,40 m,,discuss incontinence,,MPV
2237,1,Bentley,Sick,19,5/1/2023 11:26:59,5/1/2023 12:11:57,11:26,12:11,45 m,,UTI symptoms again,,MPV
20722-3,1,Pagan,Sick,4,4/25/2023 15:46:29,4/25/2023 16:26:39,15:46,16:26,40 m,,"lethargic, N/E",,MPV
20722-3,1,Pagan,Lab Work,TK,4/28/2023 15:36:10,4/28/2023 15:49:34,15:36,15:49,13 m,,,,MPV
32290,1,Winnie,New Client,19,5/24/2023 11:00:12,5/24/2023 11:31:29,11:00,11:31,31 m,,Establish Vet/Vaccines,,MPV
32290,1,Winnie,Technician Appointment,LTK,6/27/2023 15:06:29,6/27/2023 15:10:11,15:06,15:10,4 m,,Lyme #2,,LVH
11786,1,Pepper,Senior Exam,L4,9/21/2022 15:29:12,9/21/2022 15:57:38,15:29,15:57,28 m,,vacc and fecal,,LVH
10589,1,Runty,Senior Exam,L4,9/21/2022 15:29:27,9/21/2022 15:57:38,15:29,15:57,28 m,,vacc,,LVH
25586,1,Dandy,Senior Exam,L4,11/9/2022 14:05:06,11/9/2022 14:22:42,14:05,14:22,17 m,,,,LVH
32188,1,Cheeto,Technician Appointment,LTK,6/6/2023 10:33:40,6/6/2023 10:57:46,10:33,10:57,24 m,,RCP,,LVH
3586,1,Brazil,TNT,TK,8/9/2022 15:55:41,8/9/2022 16:07:34,15:55,16:07,12 m,,,,MPV
3586,1,Brazil,Senior Exam,11,10/12/2022 13:55:49,10/12/2022 14:26:53,13:55,14:26,31 m,,,,MPV
3586,1,Brazil,Recheck,11,11/2/2022 13:58:34,11/2/2022 14:24:43,13:58,14:24,26 m,,skin/ears- next cytopoint,,MPV
3586,1,Brazil,TNT,TK,1/17/2023 13:53:07,1/17/2023 14:13:05,13:53,14:13,20 m,,,,MPV
3586,1,Brazil,Senior Exam,4,2/28/2023 13:52:14,2/28/2023 14:22:48,13:52,14:22,30 m,,Rabies vax due,,MPV
3586,1,Brazil,TNT,TK,5/15/2023 14:40:19,5/15/2023 14:46:51,14:40,14:46,6 m,,,,MPV
3586,1,Brazil,TNT,TK,7/26/2023 10:56:04,7/26/2023 11:07:27,10:56,11:07,11 m,,,,MPV
31821,1,Buddy,New Client,24,4/3/2023 8:12:11,4/3/2023 9:01:03,8:12,9:01,49 m,,,,MPV
31822,1,Otis,New Pet,24,5/8/2023 8:15:44,5/8/2023 8:41:03,8:15,8:41,26 m,,,,MPV
28041,1,Phoenix,Preventative Care Exam,L19,5/26/2023 16:13:38,5/26/2023 17:25:53,16:13,17:25,1 h 12 m,,vacc and fecal,,LVH
28040,1,Helios,Preventative Care Exam,L19,5/26/2023 16:13:56,5/26/2023 17:25:53,16:13,17:25,1 h 12 m,,vacc and fecal,,LVH
28039,1,Halo,Preventative Care Exam,L19,5/26/2023 16:14:15,5/26/2023 17:25:53,16:14,17:25,1 h 11 m,,vacc and fecal,,LVH
10448,1,Lincoln,TNT,TK,12/19/2022 9:51:42,12/19/2022 9:55:38,9:51,9:55,4 m,,,,MPV
10448,1,Lincoln,TNT,TK,4/17/2023 9:55:24,4/17/2023 10:03:12,9:55,10:03,8 m,,,,MPV
10448,1,Lincoln,Preventative Care Exam,4,5/8/2023 9:46:38,5/8/2023 10:15:53,9:46,10:15,29 m,,,,MPV
10448,1,Lincoln,TNT,TK,7/26/2023 13:58:13,7/26/2023 14:00:50,13:58,14:00,2 m,,,,MPV
23241,1,Ebony,Sick,19,9/8/2022 14:01:24,9/8/2022 14:21:32,14:01,14:21,20 m,,,,MPV
23241,1,Ebony,Recheck,19,9/22/2022 13:13:55,9/22/2022 13:41:49,13:13,13:41,28 m,,,,MPV
13505,1,Indie,Sick,4,10/20/2022 10:02:31,10/20/2022 10:42:37,10:02,10:42,40 m,,chewing/licking at feet/odor,,MPV
13505,1,Indie,Sick,6,12/23/2022 14:22:11,12/23/2022 14:48:50,14:22,14:48,26 m,,itchy/check skin,,MPV
13505,1,Indie,Sick,M11,1/17/2023 11:06:18,1/17/2023 11:43:07,11:06,11:43,37 m,,"trembling, cowering, letharg",,MET
13505,1,Indie,Preventative Care Exam,24,6/2/2023 10:05:55,6/2/2023 10:27:42,10:05,10:27,22 m,,,,MPV
31510,1,Rip,New Pet,19,3/7/2023 8:51:25,3/7/2023 9:23:03,8:51,9:23,32 m,,,,MPV
31510,1,Rip,Preventative Care Exam,6,3/23/2023 8:30:11,3/23/2023 8:49:57,8:30,8:49,19 m,,next puppy,,MPV
31510,1,Rip,Preventative Care Exam,6,4/19/2023 8:29:54,4/19/2023 8:58:47,8:29,8:58,29 m,,Puppy Distemper and Rabie,,MPV
31510,1,Rip,Preventative Care Exam,6,5/10/2023 8:24:47,5/10/2023 8:49:05,8:24,8:49,25 m,,,,MPV
32316,1,Elvis,Sick,16,5/11/2023 10:32:53,5/11/2023 10:55:49,10:32,10:55,23 m,,allergies swollen lip,,MPV
31510,1,Rip,Sick,6,5/25/2023 8:49:50,5/25/2023 9:19:05,8:49,9:19,30 m,,"Right ear, congested",,MPV
31510,1,Rip,Technician Appointment,TK,6/1/2023 9:33:31,6/1/2023 9:46:44,9:33,9:46,13 m,,2nd lepto,,MPV
31510,1,Rip,Sick,11,6/12/2023 10:56:20,6/12/2023 11:32:53,10:56,11:32,36 m,,,,MPV
31510,1,Rip,Technician Appointment,TK,6/22/2023 10:26:53,6/22/2023 10:35:52,10:26,10:35,9 m,,2nd lyme,,MPV
32316,1,Elvis,Sick,4,6/27/2023 15:44:09,6/27/2023 16:21:59,15:44,16:21,37 m,,ear infection?,,MPV
31510,1,Rip,Sick,16,7/21/2023 15:28:11,7/21/2023 16:03:27,15:28,16:03,35 m,,,,MPV
27366,1,Harley,Sick,16,8/12/2022 16:19:45,8/12/2022 17:40:45,16:19,17:40,1 h 21 m,,V&D,,MPV
27366,1,Harley,Lab Work,TK,8/15/2022 16:40:26,8/15/2022 16:55:39,16:40,16:55,15 m,,,,MPV
27366,1,Harley,TNT,TK,9/22/2022 17:42:26,9/22/2022 18:00:13,17:42,18:00,18 m,,TNT / Anal glands,,MPV
27366,1,Harley,Sick,16,11/2/2022 15:30:18,11/2/2022 16:34:11,15:30,16:34,1 h 4 m,,ear infection,,MPV
27366,1,Harley,Recheck,16,11/18/2022 15:54:56,11/18/2022 17:05:36,15:54,17:05,1 h 11 m,,ears/skin,,MPV
27366,1,Harley,TNT,TK,1/26/2023 16:26:52,1/26/2023 16:34:22,16:26,16:34,8 m,,nails & anal glands,,MPV
27366,1,Harley,Preventative Care Exam,16,3/1/2023 16:43:56,3/1/2023 17:27:34,16:43,17:27,44 m,,,,MPV
23013,1,Xena,Sick,16,2/16/2023 9:55:24,2/16/2023 10:56:03,9:55,10:56,1 h 1 m,,,,MPV
23010,1,Mushu,Exotic Exam,4,2/28/2023 14:44:02,2/28/2023 19:37:33,14:44,19:37,4 h 53 m,,prolapsed anus,,MPV
23013,1,Xena,Recheck,16,3/2/2023 9:32:06,3/2/2023 10:24:43,9:32,10:24,52 m,,,,MPV
23010,1,Mushu,Exotic Exam,4,3/7/2023 11:16:54,3/7/2023 11:35:03,11:16,11:35,19 m,,,,MPV
23010,1,Mushu,Drop off - Admit,4,3/14/2023 8:54:01,3/14/2023 11:04:13,8:54,11:04,2 h 10 m,,Suture Removal,,MPV
23013,1,Xena,Recheck,16,3/16/2023 10:12:51,3/16/2023 10:40:48,10:12,10:40,28 m,,& cytopoint,,MPV
L7295,1,Leia,Preventative Care Exam,L16,1/17/2023 14:43:05,1/17/2023 15:10:04,14:43,15:10,27 m,,,,LVH
31598,1,Zayda,New Client,L6,3/6/2023 9:37:05,3/6/2023 9:57:41,9:37,9:57,20 m,,NP/Wellness/vacc,,LVH
29796,1,Milo,New Pet,6,9/20/2022 14:18:00,9/20/2022 14:57:11,14:17,14:57,40 m,,,,MPV
29796,1,Milo,Recheck,4,10/4/2022 14:43:43,10/4/2022 15:17:36,14:43,15:17,34 m,,ears,,MPV
28106,1,Arya,Senior Exam,L19,11/11/2022 9:16:41,11/11/2022 9:38:22,9:16,9:38,22 m,,,,LVH
19529,1,Maize,Preventative Care Exam,19,2/6/2023 14:03:55,2/6/2023 14:31:54,14:03,14:31,28 m,,,,MPV
15396-3,1,Samson,Senior Exam,4,9/8/2022 14:17:49,9/8/2022 14:40:40,14:17,14:40,23 m,,,,MPV
15396-1,1,Chloe,Sick,L4,11/9/2022 14:50:34,11/9/2022 15:08:23,14:50,15:08,18 m,,,,LVH
15396-1,1,Chloe,EXAM WITH VACCINES,11,12/7/2022 14:30:43,12/7/2022 14:54:38,14:30,14:54,24 m,,rabies,,MPV
15396-1,1,Chloe,Technician Appointment,TK,3/16/2023 14:01:32,3/16/2023 14:17:56,14:01,14:17,16 m,,Bordetella,,MPV
24908,1,Cerberus,Preventative Care Exam,6,9/30/2022 13:52:45,9/30/2022 14:19:23,13:52,14:19,27 m,,vacc,,MPV
24908,1,Cerberus,Technician Appointment,TK,10/28/2022 14:02:37,10/28/2022 14:19:11,14:02,14:19,17 m,,,,MPV
24908,1,Cerberus,Surgery,24,8/3/2023 8:33:23,,8:33,,,,Canine castration,,MPV
30315,3,Bebo,Euthanasia,4,10/21/2022 9:38:43,10/21/2022 9:53:03,9:38,9:53,15 m,,New C/P; seizures,,MPV
21269,3,Bear,Euthanasia,L16,4/24/2023 8:32:38,4/24/2023 9:15:37,8:32,9:15,43 m,,consult 1st?,,LVH
26104,1,Piper,Sick,L19,9/2/2022 13:47:15,9/2/2022 14:21:32,13:47,14:21,34 m,,,,LVH
29775,1,Molly,New Pet,L12,9/22/2022 8:32:09,9/22/2022 8:58:07,8:32,8:58,26 m,,"General PE, check wart",,LVH
26104,1,Piper,Technician Appointment,L12,12/22/2022 12:36:18,12/22/2022 12:41:17,12:36,12:41,5 m,,,,LVH
26104,1,Piper,Sick,6,12/29/2022 15:51:53,12/29/2022 16:13:46,15:51,16:13,22 m,,,,MPV
29775,1,Molly,Pre Surgical Exam,16,2/28/2023 16:14:06,2/28/2023 16:14:41,16:14,16:14,0 m,,,,LVH
29775,1,Molly,Pre Surgical Exam,16,3/2/2023 8:49:38,3/2/2023 9:34:50,8:49,9:34,45 m,,,,MPV
29775,1,Molly,Surgery,16,3/16/2023 7:52:25,3/16/2023 17:22:21,7:52,17:22,9 h 30 m,,mass removal,,MPV
29775,1,Molly,Sick,16,3/18/2023 13:06:12,3/18/2023 13:18:28,13:06,13:18,12 m,,Fix Sutures,,MPV
29775,1,Molly,Recheck,L16,3/27/2023 8:26:30,3/27/2023 8:34:33,8:26,8:34,8 m,,S/R,,LVH
26104,1,Piper,Cytopoint Injection,LTK,7/14/2023 15:58:30,7/14/2023 16:05:18,15:58,16:05,7 m,,,,LVH
26104,1,Piper,Sick,6,8/2/2023 15:11:13,8/2/2023 15:39:35,15:11,15:39,28 m,,skin issues/sore,,MPV
11723,1,Oliver,Emergency,11,5/8/2023 13:08:21,5/8/2023 18:23:36,13:08,18:23,5 h 15 m,,,,MPV
2396,1,Tucker,Senior Exam,6,12/9/2022 15:59:20,12/9/2022 16:13:18,15:59,16:13,14 m,,,,MPV
2396,1,Tucker,Sick,19,1/5/2023 13:37:47,1/5/2023 14:05:45,13:37,14:05,28 m,,large buldge on rear end,,MPV
2396,1,Tucker,Recheck,19,1/23/2023 10:21:11,1/23/2023 10:44:22,10:21,10:44,23 m,,,,MPV
2396,1,Tucker,Technician Appointment,TK,2/24/2023 9:20:52,2/24/2023 9:31:09,9:20,9:31,11 m,,,,MPV
2396,1,Tucker,Exam,19,7/6/2023 14:23:02,7/6/2023 15:10:41,14:23,15:10,47 m,,trim hair/tnt,,MPV
32312,1,Ozzy,New Client,L6,5/11/2023 10:14:27,5/11/2023 10:44:37,10:14,10:44,30 m,,Np/going outsie the litter bx,,LVH
27223,1,Magnus,Sick,6,8/25/2022 16:50:49,8/25/2022 17:11:09,16:50,17:11,21 m,,not himself,,MPV
27223,1,Magnus,Recheck,6,9/23/2022 17:18:04,9/23/2022 17:51:56,17:18,17:51,33 m,,BW,,MPV
27223,1,Magnus,Sick,19,2/15/2023 16:18:33,2/15/2023 16:50:16,16:18,16:50,32 m,,v/d- blood in vomit,,MPV
27223,1,Magnus,Lab Work,TK,3/15/2023 16:22:39,3/15/2023 16:41:50,16:22,16:41,19 m,,recheck bw,,MPV
5505,1,Alice,Sick,M11,10/28/2022 17:09:56,10/28/2022 17:28:40,17:09,17:28,19 m,,ear infection,,MET
5505,1,Alice,Sick,4,11/8/2022 16:42:41,11/8/2022 17:31:50,16:42,17:31,49 m,,limping,,MPV
5505,1,Alice,Drop off - Admit,4,11/22/2022 7:17:30,11/22/2022 14:22:54,7:17,14:22,7 h 5 m,,Sedated Rads,,MPV
5505,1,Alice,Preventative Care Exam,4,3/2/2023 13:24:10,3/2/2023 13:51:24,13:24,13:51,27 m,,,,MPV
29781,1,Oliver,New Client,11,9/21/2022 19:12:15,9/21/2022 19:56:50,19:12,19:56,44 m,,,,MPV
28826,1,Sushi,Sick,11,12/7/2022 19:24:24,12/7/2022 19:49:05,19:24,19:49,25 m,,check scab on chin,,MPV
28826,1,Sushi,Recheck,6,12/23/2022 9:34:04,12/23/2022 9:57:15,9:34,9:57,23 m,,Chin acne no better,,MPV
32698,1,Hashi,Sick,11,7/3/2023 16:38:09,7/3/2023 17:39:48,16:38,17:39,1 h 1 m,,,,MPV
32698,1,Hashi,Preventative Care Exam,11,7/24/2023 15:42:35,7/24/2023 16:18:24,15:42,16:18,36 m,,next puppy,,MPV
5365,1,Butters,Emergency,11,11/21/2022 15:11:31,11/21/2022 15:38:47,15:11,15:38,27 m,,drooling  back legs out,,MPV
21546-1,1,Peanut,Senior Exam,4,11/28/2022 16:06:30,11/28/2022 16:36:23,16:06,16:36,30 m,,vacc,,MPV
21546-1,1,Peanut,Radiology,4,12/15/2022 8:38:13,12/15/2022 14:01:16,8:38,14:01,5 h 23 m,,Tech to do the rads,,MPV
21546-1,1,Peanut,Dental,4,3/20/2023 7:28:11,3/20/2023 15:12:21,7:28,15:12,7 h 44 m,,OAT w/extraction(s),,MPV
21546-1,1,Peanut,Senior Exam,6,7/5/2023 14:48:59,7/5/2023 15:19:35,14:48,15:19,31 m,,Rabies vacc and fecal,,MPV
5365,1,Butters,Preventative Care Exam,6,7/5/2023 14:49:16,7/5/2023 15:19:35,14:49,15:19,30 m,,vacc and fecal,,MPV
31359,1,Teddy,New Pet,4,2/7/2023 15:14:27,2/7/2023 16:12:12,15:14,16:12,58 m,,,,MPV
31359,1,Teddy,Preventative Care Exam,4,2/28/2023 9:30:11,2/28/2023 10:07:41,9:30,10:07,37 m,,next puppy,,MPV
31359,1,Teddy,Preventative Care Exam,4,3/28/2023 8:52:46,3/28/2023 9:29:12,8:52,9:29,37 m,,Final Distemper,,MPV
31359,1,Teddy,Behavior Consultation,L12,7/27/2023 8:17:43,7/27/2023 9:01:22,8:17,9:01,44 m,,,,LVH
25192,1,Kat,Preventative Care Exam,6,12/1/2022 10:39:01,12/1/2022 11:05:40,10:39,11:05,26 m,,,,MPV
21915,1,Tiger,Preventative Care Exam,24,6/19/2023 11:28:49,6/19/2023 12:11:04,11:28,12:11,43 m,,"Wellness, vaccines, TNT",,MPV
19235,3,Mishka,Sick,M11,10/7/2022 11:20:30,10/7/2022 11:56:03,11:20,11:56,36 m,,Vomiting,,MET
19235,3,Mishka,Recheck,M11,10/21/2022 12:45:41,10/21/2022 13:08:38,12:45,13:08,23 m,,Vomiting/weight loss,,MET
19235,3,Mishka,Euthanasia,M11,10/25/2022 12:33:48,10/25/2022 12:58:23,12:33,12:58,25 m,,,,MET
28884,1,Peter,Exotic Exam,24,7/7/2023 14:26:32,7/7/2023 15:25:15,14:26,15:25,59 m,,,,MPV
28520,1,Wendy,Exotic Exam,24,7/7/2023 14:27:23,7/7/2023 15:25:15,14:27,15:25,58 m,,,,MPV
24476,1,Tinkerbelle,Exotic Exam,24,7/7/2023 14:27:37,7/7/2023 15:25:15,14:27,15:25,58 m,,,,MPV
4874,1,Meeka,Preventative Care Exam,19,8/8/2022 8:21:49,8/8/2022 8:45:53,8:21,8:45,24 m,,,,MPV
3130,1,Lucy,Preventative Care Exam,19,8/8/2022 8:22:02,8/8/2022 8:45:53,8:22,8:45,23 m,,,,MPV
3130,1,Lucy,Sick,16,6/3/2023 12:36:56,6/3/2023 13:39:07,12:36,13:39,1 h 3 m,23,,coughing,MPV
9616,1,Ghost,Sick,L16,10/17/2022 11:03:39,10/17/2022 11:48:16,11:03,11:48,45 m,,,,LVH
9616,1,Ghost,Recheck,L16,10/31/2022 16:34:27,10/31/2022 16:44:01,16:34,16:44,10 m,,Check glands,,LVH
9616,1,Ghost,Recheck,L19,11/18/2022 16:36:41,11/18/2022 17:02:53,16:36,17:02,26 m,,,,LVH
9616,1,Ghost,Recheck,L19,12/2/2022 14:48:30,12/2/2022 15:02:37,14:48,15:02,14 m,,anals,,LVH
9616,1,Ghost,Preventative Care Exam,L24,5/31/2023 16:40:49,5/31/2023 17:26:08,16:40,17:26,46 m,,,,LVH
24620,1,Hamlet,Senior Exam,4,10/21/2022 14:41:00,10/21/2022 15:17:23,14:40,15:17,37 m,26,,nail trim,MPV
L2822,1,Buddy,Sick,L19,1/6/2023 15:13:34,1/6/2023 15:43:44,15:13,15:43,30 m,,Arthritis in hind legs x weeks,,LVH
24620,1,Hamlet,TNT,L16,2/20/2023 8:51:43,2/20/2023 9:00:12,8:51,9:00,9 m,,,,LVH
24620,1,Hamlet,Sick,L16,4/3/2023 16:01:29,4/3/2023 16:30:26,16:01,16:30,29 m,,,,LVH
24620,1,Hamlet,,LTK,5/10/2023 16:18:12,5/10/2023 16:40:28,16:18,16:40,22 m,,,,LVH
5744,1,Teddy Nehemiah,Sick,4,12/6/2022 10:16:34,12/6/2022 11:06:08,10:16,11:06,50 m,,not eating,,MPV
28086,1,Samson,Preventative Care Exam,6,12/30/2022 10:32:08,12/30/2022 11:16:27,10:32,11:16,44 m,,,,MPV
