"patientid","description","staffid","datein","dateout","visit_details","location","app_type","app_subtype","duration_min","details"
"30321","technician appointment","tk",2023-03-07 10:19:30,2023-03-07 10:26:48,"2nd felv","mpv","tech_app",NA,7,"misc tech appointment"
"31473","travel health certificate","6",2023-02-14 13:54:04,2023-02-14 14:19:30,"puerto rico","mpv","doctor",NA,25,NA
"7692","preventative care exam","16",2023-03-17 10:35:59,2023-03-17 11:27:21,NA,"mpv","doctor",NA,51,"preventative care exam"
"7692","sick","6",2023-07-18 13:58:14,2023-07-18 14:26:26,"p going pee all over house","mpv","doctor",NA,28,"sick"
"19747-4","sick","4",2022-08-06 11:27:55,2022-08-06 12:25:42,NA,"mpv","doctor",NA,58,"sick"
"27340","behavior consultation","19",2022-09-03 10:17:02,2022-09-03 11:00:05,NA,"mpv","doctor",NA,43,NA
"22972","preventative care exam","6",2023-01-21 12:19:58,2023-01-21 12:44:43,"yearly and check teeth","mpv","doctor",NA,25,"preventative care exam"
"27340","preventative care exam","6",2023-04-07 08:43:18,2023-04-07 09:43:24,"tnt","mpv","doctor",NA,60,"preventative care exam"
"27754","preventative care exam","6",2023-07-25 13:42:56,2023-07-25 14:04:27,NA,"mpv","doctor",NA,22,"preventative care exam"
"11331","technician appointment","tk",2022-09-23 10:42:21,2022-09-23 11:11:50,NA,"mpv","tech_app",NA,29,"misc tech appointment"
"16077","preventative care exam","16",2022-10-05 10:22:38,2022-10-05 10:40:33,NA,"mpv","doctor",NA,18,"preventative care exam"
"11331","technician appointment","tk",2022-11-04 10:54:57,2022-11-04 11:16:07,NA,"mpv","tech_app",NA,21,"misc tech appointment"
"11331","technician appointment","tk",2022-12-20 16:17:47,2022-12-20 16:51:18,"soak nailbed","mpv","tech_app",NA,34,"misc tech appointment"
"11331","senior exam","6",2023-01-31 14:40:31,2023-01-31 15:11:21,"nt & soak paw","mpv","doctor",NA,31,"senior exam"
"11331","tnt","tk",2023-04-04 15:52:29,2023-04-04 16:20:00,"toe soak","mpv","tech_app",NA,28,"tnt"
"11331","tnt","tk",2023-07-12 14:42:55,2023-07-12 15:13:50,"nt & paw soak","mpv","tech_app",NA,31,"tnt"
"5777","sick","16",2022-08-08 16:15:43,2022-08-08 16:47:40,"adr- wobbly","lvh","doctor",NA,32,"sick"
"5248","recheck","4",2022-08-10 16:56:26,2022-08-10 17:15:23,"ears","lvh","doctor",NA,19,"recheck"
"5248","sick","16",2022-09-19 17:58:18,2022-09-19 18:35:24,"another ear infection","lvh","doctor",NA,37,"sick"
"5248","recheck","16",2022-10-03 17:19:40,2022-10-03 17:38:22,NA,"lvh","doctor",NA,19,"recheck"
"5777","sick","6",2023-03-16 14:50:30,2023-03-16 15:17:02,"congested","mpv","doctor",NA,27,"sick"
"5777","recheck","4",2023-03-23 15:04:08,2023-03-23 15:55:02,"follow-up","mpv","doctor",NA,51,"recheck"
"29233","new client","19",2022-08-08 09:38:12,2022-08-08 10:12:37,"new pet, ii/vi heart murmu","mpv","doctor",NA,34,"new client"
"29233","lab work","tk",2022-09-06 09:02:31,2022-09-06 09:14:00,NA,"mpv","tech_app",NA,11,"lab work"
"29233","preventative care exam","11",2023-01-30 12:15:02,2023-01-30 12:48:59,"da2ppv & bordetella","mpv","doctor",NA,34,"preventative care exam"
"29233","lab work","tk",2023-02-17 14:40:45,2023-02-17 14:49:57,NA,"mpv","tech_app",NA,9,"lab work"
"29233","sick","19",2023-05-26 14:38:35,2023-05-26 15:02:49,"check ear","lvh","doctor",NA,24,"sick"
"29233","recheck","19",2023-06-09 14:14:42,2023-06-09 14:40:49,NA,"lvh","doctor",NA,26,"recheck"
"29233","sick","19",2023-06-27 10:08:10,2023-06-27 10:22:55,"ear infection","mpv","doctor",NA,15,"sick"
"31603","new client","24",2023-03-06 12:02:12,2023-03-06 12:55:24,"pce","mpv","doctor",NA,53,"new client"
"32155","new pet","6",2023-04-25 17:32:29,2023-04-25 17:57:49,"sick","mpv","doctor",NA,25,"new pet"
"31603","recheck","24",2023-05-05 13:14:59,2023-05-05 13:54:36,NA,"mpv","doctor",NA,40,"recheck"
"32155","sick","19",2023-07-20 16:16:28,2023-07-20 16:43:15,"uri","mpv","doctor",NA,27,"sick"
"20868-1","preventative care exam","24",2023-02-23 13:04:33,2023-02-23 13:39:55,"vacc","mpv","doctor",NA,35,"preventative care exam"
"18871","preventative care exam","11",2022-09-02 10:49:22,2022-09-02 11:03:12,NA,"met","doctor",NA,14,"preventative care exam"
"17968","sick","11",2022-11-08 12:58:09,2022-11-08 13:20:48,"check wound on leg","met","doctor",NA,23,"sick"
"17968","preventative care exam","6",2023-03-10 10:38:29,2023-03-10 10:51:41,NA,"mpv","doctor",NA,13,"preventative care exam"
"17968","technician appointment","tk",2023-05-11 12:59:18,2023-05-11 13:10:26,"1st influenza vaccine","mpv","tech_app",NA,11,"misc tech appointment"
"17968","sick","4",2023-05-15 09:18:36,2023-05-15 10:17:41,"coughing sneezing","mpv","doctor",NA,59,"sick"
"18871","sick","4",2023-05-15 09:18:48,2023-05-15 10:17:41,"coughing sneezing","mpv","doctor",NA,59,"sick"
"17968","technician appointment","tk",2023-06-06 13:56:24,2023-06-06 14:03:57,"2nd flu","mpv","tech_app",NA,8,"misc tech appointment"
"4128","preventative care exam","4",2022-09-06 08:27:29,2022-09-06 08:49:38,NA,"mpv","doctor",NA,22,"preventative care exam"
"4128","preventative care exam","16",2023-01-18 11:15:40,2023-01-18 11:55:09,"lyme&lepto","mpv","doctor",NA,39,"preventative care exam"
"18294","preventative care exam","16",2023-01-18 11:16:56,2023-01-18 11:55:09,NA,"mpv","doctor",NA,38,"preventative care exam"
"4128","sick","24",2023-05-15 16:18:13,2023-05-15 16:45:31,NA,"mpv","doctor",NA,27,"sick"
"30781","new client","6",2022-12-13 16:28:11,2022-12-13 16:56:21,"rabies/fleas","mpv","doctor",NA,28,"new client"
"31120","euthanasia","4",2023-01-05 10:22:36,2023-01-05 10:39:25,"np/home burial/hit by car?","mpv","doctor",NA,17,NA
"22679","preventative care exam","16",2023-03-28 15:50:39,2023-03-28 16:03:47,NA,"met","doctor",NA,13,"preventative care exam"
"2237","sick","19",2022-09-23 15:17:00,2022-09-23 15:41:53,"puffy eye/discharge","lvh","doctor",NA,25,"sick"
"2237","senior exam","19",2022-10-17 10:26:45,2022-10-17 10:48:03,NA,"mpv","doctor",NA,21,"senior exam"
"2237","recheck","19",2022-12-07 10:44:23,2022-12-07 11:06:03,NA,"mpv","doctor",NA,22,"recheck"
"2237","senior exam","19",2023-03-16 13:50:09,2023-03-16 14:30:13,"discuss incontinence","mpv","doctor",NA,40,"senior exam"
"2237","sick","19",2023-05-01 11:26:59,2023-05-01 12:11:57,"uti symptoms again","mpv","doctor",NA,45,"sick"
"20722-3","sick","4",2023-04-25 15:46:29,2023-04-25 16:26:39,"lethargic, n/e","mpv","doctor",NA,40,"sick"
"20722-3","lab work","tk",2023-04-28 15:36:10,2023-04-28 15:49:34,NA,"mpv","tech_app",NA,13,"lab work"
"32290","new client","19",2023-05-24 11:00:12,2023-05-24 11:31:29,"establish vet/vaccines","mpv","doctor",NA,31,"new client"
"32290","technician appointment","tktk",2023-06-27 15:06:29,2023-06-27 15:10:11,"lyme #2","lvh","tech_app",NA,4,"misc tech appointment"
"11786","senior exam","4",2022-09-21 15:29:12,2022-09-21 15:57:38,"vacc and fecal","lvh","doctor",NA,28,"senior exam"
"10589","senior exam","4",2022-09-21 15:29:27,2022-09-21 15:57:38,"vacc","lvh","doctor",NA,28,"senior exam"
"25586","senior exam","4",2022-11-09 14:05:06,2022-11-09 14:22:42,NA,"lvh","doctor",NA,18,"senior exam"
"32188","technician appointment","tktk",2023-06-06 10:33:40,2023-06-06 10:57:46,"rcp","lvh","tech_app",NA,24,"misc tech appointment"
"3586","tnt","tk",2022-08-09 15:55:41,2022-08-09 16:07:34,NA,"mpv","tech_app",NA,12,"tnt"
"3586","senior exam","11",2022-10-12 13:55:49,2022-10-12 14:26:53,NA,"mpv","doctor",NA,31,"senior exam"
"3586","recheck","11",2022-11-02 13:58:34,2022-11-02 14:24:43,"skin/ears- next cytopoint","mpv","doctor",NA,26,"recheck"
"3586","tnt","tk",2023-01-17 13:53:07,2023-01-17 14:13:05,NA,"mpv","tech_app",NA,20,"tnt"
"3586","senior exam","4",2023-02-28 13:52:14,2023-02-28 14:22:48,"rabies vax due","mpv","doctor",NA,31,"senior exam"
"3586","tnt","tk",2023-05-15 14:40:19,2023-05-15 14:46:51,NA,"mpv","tech_app",NA,7,"tnt"
"3586","tnt","tk",2023-07-26 10:56:04,2023-07-26 11:07:27,NA,"mpv","tech_app",NA,11,"tnt"
"31821","new client","24",2023-04-03 08:12:11,2023-04-03 09:01:03,NA,"mpv","doctor",NA,49,"new client"
"31822","new pet","24",2023-05-08 08:15:44,2023-05-08 08:41:03,NA,"mpv","doctor",NA,25,"new pet"
"28041","preventative care exam","19",2023-05-26 16:13:38,2023-05-26 17:25:53,"vacc and fecal","lvh","doctor",NA,72,"preventative care exam"
"28040","preventative care exam","19",2023-05-26 16:13:56,2023-05-26 17:25:53,"vacc and fecal","lvh","doctor",NA,72,"preventative care exam"
"28039","preventative care exam","19",2023-05-26 16:14:15,2023-05-26 17:25:53,"vacc and fecal","lvh","doctor",NA,72,"preventative care exam"
"10448","tnt","tk",2022-12-19 09:51:42,2022-12-19 09:55:38,NA,"mpv","tech_app",NA,4,"tnt"
"10448","tnt","tk",2023-04-17 09:55:24,2023-04-17 10:03:12,NA,"mpv","tech_app",NA,8,"tnt"
"10448","preventative care exam","4",2023-05-08 09:46:38,2023-05-08 10:15:53,NA,"mpv","doctor",NA,29,"preventative care exam"
"10448","tnt","tk",2023-07-26 13:58:13,2023-07-26 14:00:50,NA,"mpv","tech_app",NA,3,"tnt"
"23241","sick","19",2022-09-08 14:01:24,2022-09-08 14:21:32,NA,"mpv","doctor",NA,20,"sick"
"23241","recheck","19",2022-09-22 13:13:55,2022-09-22 13:41:49,NA,"mpv","doctor",NA,28,"recheck"
"13505","sick","4",2022-10-20 10:02:31,2022-10-20 10:42:37,"chewing/licking at feet/odor","mpv","doctor",NA,40,"sick"
"13505","sick","6",2022-12-23 14:22:11,2022-12-23 14:48:50,"itchy/check skin","mpv","doctor",NA,27,"sick"
"13505","sick","11",2023-01-17 11:06:18,2023-01-17 11:43:07,"trembling, cowering, letharg","met","doctor",NA,37,"sick"
"13505","preventative care exam","24",2023-06-02 10:05:55,2023-06-02 10:27:42,NA,"mpv","doctor",NA,22,"preventative care exam"
"31510","new pet","19",2023-03-07 08:51:25,2023-03-07 09:23:03,NA,"mpv","doctor",NA,32,"new pet"
"31510","preventative care exam","6",2023-03-23 08:30:11,2023-03-23 08:49:57,"next puppy","mpv","doctor",NA,20,"preventative care exam"
"31510","preventative care exam","6",2023-04-19 08:29:54,2023-04-19 08:58:47,"puppy distemper and rabie","mpv","doctor",NA,29,"preventative care exam"
"31510","preventative care exam","6",2023-05-10 08:24:47,2023-05-10 08:49:05,NA,"mpv","doctor",NA,24,"preventative care exam"
"32316","sick","16",2023-05-11 10:32:53,2023-05-11 10:55:49,"allergies swollen lip","mpv","doctor",NA,23,"sick"
"31510","sick","6",2023-05-25 08:49:50,2023-05-25 09:19:05,"right ear, congested","mpv","doctor",NA,29,"sick"
"31510","technician appointment","tk",2023-06-01 09:33:31,2023-06-01 09:46:44,"2nd lepto","mpv","tech_app",NA,13,"misc tech appointment"
"31510","sick","11",2023-06-12 10:56:20,2023-06-12 11:32:53,NA,"mpv","doctor",NA,37,"sick"
"31510","technician appointment","tk",2023-06-22 10:26:53,2023-06-22 10:35:52,"2nd lyme","mpv","tech_app",NA,9,"misc tech appointment"
"32316","sick","4",2023-06-27 15:44:09,2023-06-27 16:21:59,"ear infection?","mpv","doctor",NA,38,"sick"
"31510","sick","16",2023-07-21 15:28:11,2023-07-21 16:03:27,NA,"mpv","doctor",NA,35,"sick"
"27366","sick","16",2022-08-12 16:19:45,2022-08-12 17:40:45,"v&d","mpv","doctor",NA,81,"sick"
"27366","lab work","tk",2022-08-15 16:40:26,2022-08-15 16:55:39,NA,"mpv","tech_app",NA,15,"lab work"
"27366","tnt","tk",2022-09-22 17:42:26,2022-09-22 18:00:13,"tnt / anal glands","mpv","tech_app",NA,18,"tnt"
"27366","sick","16",2022-11-02 15:30:18,2022-11-02 16:34:11,"ear infection","mpv","doctor",NA,64,"sick"
"27366","recheck","16",2022-11-18 15:54:56,2022-11-18 17:05:36,"ears/skin","mpv","doctor",NA,71,"recheck"
"27366","tnt","tk",2023-01-26 16:26:52,2023-01-26 16:34:22,"nails & anal glands","mpv","tech_app",NA,8,"tnt"
"27366","preventative care exam","16",2023-03-01 16:43:56,2023-03-01 17:27:34,NA,"mpv","doctor",NA,44,"preventative care exam"
"23013","sick","16",2023-02-16 09:55:24,2023-02-16 10:56:03,NA,"mpv","doctor",NA,61,"sick"
"23010","exotic exam","4",2023-02-28 14:44:02,2023-02-28 19:37:33,"prolapsed anus","mpv","doctor",NA,294,"exotic exam"
"23013","recheck","16",2023-03-02 09:32:06,2023-03-02 10:24:43,NA,"mpv","doctor",NA,53,"recheck"
"23010","exotic exam","4",2023-03-07 11:16:54,2023-03-07 11:35:03,NA,"mpv","doctor",NA,18,"exotic exam"
"23010","drop off - admit","4",2023-03-14 08:54:01,2023-03-14 11:04:13,"suture removal","mpv","admit",NA,130,NA
"23013","recheck","16",2023-03-16 10:12:51,2023-03-16 10:40:48,"& cytopoint","mpv","doctor",NA,28,"recheck"
"l7295","preventative care exam","16",2023-01-17 14:43:05,2023-01-17 15:10:04,NA,"lvh","doctor",NA,27,"preventative care exam"
"31598","new client","6",2023-03-06 09:37:05,2023-03-06 09:57:41,"np/wellness/vacc","lvh","doctor",NA,21,"new client"
"29796","new pet","6",2022-09-20 14:18:00,2022-09-20 14:57:11,NA,"mpv","doctor",NA,39,"new pet"
"29796","recheck","4",2022-10-04 14:43:43,2022-10-04 15:17:36,"ears","mpv","doctor",NA,34,"recheck"
"28106","senior exam","19",2022-11-11 09:16:41,2022-11-11 09:38:22,NA,"lvh","doctor",NA,22,"senior exam"
"19529","preventative care exam","19",2023-02-06 14:03:55,2023-02-06 14:31:54,NA,"mpv","doctor",NA,28,"preventative care exam"
"15396-3","senior exam","4",2022-09-08 14:17:49,2022-09-08 14:40:40,NA,"mpv","doctor",NA,23,"senior exam"
"15396-1","sick","4",2022-11-09 14:50:34,2022-11-09 15:08:23,NA,"lvh","doctor",NA,18,"sick"
"15396-1","preventative care exam","11",2022-12-07 14:30:43,2022-12-07 14:54:38,"rabies","mpv","doctor",NA,24,"preventative care exam"
"15396-1","technician appointment","tk",2023-03-16 14:01:32,2023-03-16 14:17:56,"bordetella","mpv","tech_app",NA,16,"misc tech appointment"
"24908","preventative care exam","6",2022-09-30 13:52:45,2022-09-30 14:19:23,"vacc","mpv","doctor",NA,27,"preventative care exam"
"24908","technician appointment","tk",2022-10-28 14:02:37,2022-10-28 14:19:11,NA,"mpv","tech_app",NA,17,"misc tech appointment"
"30315","euthanasia","4",2022-10-21 09:38:43,2022-10-21 09:53:03,"new c/p; seizures","mpv","doctor",NA,14,NA
"21269","euthanasia","16",2023-04-24 08:32:38,2023-04-24 09:15:37,"consult 1st?","lvh","doctor",NA,43,NA
"26104","sick","19",2022-09-02 13:47:15,2022-09-02 14:21:32,NA,"lvh","doctor",NA,34,"sick"
"29775","new pet","12",2022-09-22 08:32:09,2022-09-22 08:58:07,"general pe, check wart","lvh","doctor",NA,26,"new pet"
"26104","technician appointment","12",2022-12-22 12:36:18,2022-12-22 12:41:17,NA,"lvh","tech_app",NA,5,"misc tech appointment"
"26104","sick","6",2022-12-29 15:51:53,2022-12-29 16:13:46,NA,"mpv","doctor",NA,22,"sick"
"29775","pre surgical exam","16",2023-03-02 08:49:38,2023-03-02 09:34:50,NA,"mpv","doctor",NA,45,NA
"29775","surgery","16",2023-03-16 07:52:25,2023-03-16 17:22:21,"mass removal","mpv","admit",NA,570,NA
"29775","sick","16",2023-03-18 13:06:12,2023-03-18 13:18:28,"fix sutures","mpv","doctor",NA,12,"sick"
"29775","recheck","16",2023-03-27 08:26:30,2023-03-27 08:34:33,"s/r","lvh","doctor",NA,8,"recheck"
"26104","cytopoint injection","tktk",2023-07-14 15:58:30,2023-07-14 16:05:18,NA,"lvh","tech_app",NA,7,"misc tech appointment"
"26104","sick","6",2023-08-02 15:11:13,2023-08-02 15:39:35,"skin issues/sore","mpv","doctor",NA,28,"sick"
"11723","emergency","11",2023-05-08 13:08:21,2023-05-08 18:23:36,NA,"mpv","doctor",NA,315,"emergency"
"2396","senior exam","6",2022-12-09 15:59:20,2022-12-09 16:13:18,NA,"mpv","doctor",NA,14,"senior exam"
"2396","sick","19",2023-01-05 13:37:47,2023-01-05 14:05:45,"large buldge on rear end","mpv","doctor",NA,28,"sick"
"2396","recheck","19",2023-01-23 10:21:11,2023-01-23 10:44:22,NA,"mpv","doctor",NA,23,"recheck"
"2396","technician appointment","tk",2023-02-24 09:20:52,2023-02-24 09:31:09,NA,"mpv","tech_app",NA,10,"misc tech appointment"
"2396","preventative care exam","19",2023-07-06 14:23:02,2023-07-06 15:10:41,"trim hair/tnt","mpv","doctor",NA,48,"preventative care exam"
"32312","new client","6",2023-05-11 10:14:27,2023-05-11 10:44:37,"np/going outsie the litter bx","lvh","doctor",NA,30,"new client"
"27223","sick","6",2022-08-25 16:50:49,2022-08-25 17:11:09,"not himself","mpv","doctor",NA,20,"sick"
"27223","recheck","6",2022-09-23 17:18:04,2022-09-23 17:51:56,"bw","mpv","doctor",NA,34,"recheck"
"27223","sick","19",2023-02-15 16:18:33,2023-02-15 16:50:16,"v/d- blood in vomit","mpv","doctor",NA,32,"sick"
"27223","lab work","tk",2023-03-15 16:22:39,2023-03-15 16:41:50,"recheck bw","mpv","tech_app",NA,19,"lab work"
"5505","sick","11",2022-10-28 17:09:56,2022-10-28 17:28:40,"ear infection","met","doctor",NA,19,"sick"
"5505","sick","4",2022-11-08 16:42:41,2022-11-08 17:31:50,"limping","mpv","doctor",NA,49,"sick"
"5505","drop off - admit","4",2022-11-22 07:17:30,2022-11-22 14:22:54,"sedated rads","mpv","admit",NA,425,NA
"5505","preventative care exam","4",2023-03-02 13:24:10,2023-03-02 13:51:24,NA,"mpv","doctor",NA,27,"preventative care exam"
"29781","new client","11",2022-09-21 19:12:15,2022-09-21 19:56:50,NA,"mpv","doctor",NA,45,"new client"
"28826","sick","11",2022-12-07 19:24:24,2022-12-07 19:49:05,"check scab on chin","mpv","doctor",NA,25,"sick"
"28826","recheck","6",2022-12-23 09:34:04,2022-12-23 09:57:15,"chin acne no better","mpv","doctor",NA,23,"recheck"
"32698","sick","11",2023-07-03 16:38:09,2023-07-03 17:39:48,NA,"mpv","doctor",NA,62,"sick"
"32698","preventative care exam","11",2023-07-24 15:42:35,2023-07-24 16:18:24,"next puppy","mpv","doctor",NA,36,"preventative care exam"
"5365","emergency","11",2022-11-21 15:11:31,2022-11-21 15:38:47,"drooling  back legs out","mpv","doctor",NA,27,"emergency"
"21546-1","senior exam","4",2022-11-28 16:06:30,2022-11-28 16:36:23,"vacc","mpv","doctor",NA,30,"senior exam"
"21546-1","radiology","4",2022-12-15 08:38:13,2022-12-15 14:01:16,"tech to do the rads","mpv","doctor/admit",NA,323,NA
"21546-1","dental","4",2023-03-20 07:28:11,2023-03-20 15:12:21,"oat w/extraction(s)","mpv","admit",NA,464,NA
"21546-1","senior exam","6",2023-07-05 14:48:59,2023-07-05 15:19:35,"rabies vacc and fecal","mpv","doctor",NA,31,"senior exam"
"5365","preventative care exam","6",2023-07-05 14:49:16,2023-07-05 15:19:35,"vacc and fecal","mpv","doctor",NA,30,"preventative care exam"
"31359","new pet","4",2023-02-07 15:14:27,2023-02-07 16:12:12,NA,"mpv","doctor",NA,58,"new pet"
"31359","preventative care exam","4",2023-02-28 09:30:11,2023-02-28 10:07:41,"next puppy","mpv","doctor",NA,38,"preventative care exam"
"31359","preventative care exam","4",2023-03-28 08:52:46,2023-03-28 09:29:12,"final distemper","mpv","doctor",NA,36,"preventative care exam"
"31359","behavior consultation","12",2023-07-27 08:17:43,2023-07-27 09:01:22,NA,"lvh","doctor",NA,44,NA
"25192","preventative care exam","6",2022-12-01 10:39:01,2022-12-01 11:05:40,NA,"mpv","doctor",NA,27,"preventative care exam"
"21915","preventative care exam","24",2023-06-19 11:28:49,2023-06-19 12:11:04,"wellness, vaccines, tnt","mpv","doctor",NA,42,"preventative care exam"
"19235","sick","11",2022-10-07 11:20:30,2022-10-07 11:56:03,"vomiting","met","doctor",NA,36,"sick"
"19235","recheck","11",2022-10-21 12:45:41,2022-10-21 13:08:38,"vomiting/weight loss","met","doctor",NA,23,"recheck"
"19235","euthanasia","11",2022-10-25 12:33:48,2022-10-25 12:58:23,NA,"met","doctor",NA,25,NA
"28884","exotic exam","24",2023-07-07 14:26:32,2023-07-07 15:25:15,NA,"mpv","doctor",NA,59,"exotic exam"
"28520","exotic exam","24",2023-07-07 14:27:23,2023-07-07 15:25:15,NA,"mpv","doctor",NA,58,"exotic exam"
"24476","exotic exam","24",2023-07-07 14:27:37,2023-07-07 15:25:15,NA,"mpv","doctor",NA,58,"exotic exam"
"4874","preventative care exam","19",2022-08-08 08:21:49,2022-08-08 08:45:53,NA,"mpv","doctor",NA,24,"preventative care exam"
"3130","preventative care exam","19",2022-08-08 08:22:02,2022-08-08 08:45:53,NA,"mpv","doctor",NA,24,"preventative care exam"
"3130","sick","16",2023-06-03 12:36:56,2023-06-03 13:39:07,NA,"mpv","doctor",NA,62,"sick"
"9616","sick","16",2022-10-17 11:03:39,2022-10-17 11:48:16,NA,"lvh","doctor",NA,45,"sick"
"9616","recheck","16",2022-10-31 16:34:27,2022-10-31 16:44:01,"check glands","lvh","doctor",NA,10,"recheck"
"9616","recheck","19",2022-11-18 16:36:41,2022-11-18 17:02:53,NA,"lvh","doctor",NA,26,"recheck"
"9616","recheck","19",2022-12-02 14:48:30,2022-12-02 15:02:37,"anals","lvh","doctor",NA,14,"recheck"
"9616","preventative care exam","24",2023-05-31 16:40:49,2023-05-31 17:26:08,NA,"lvh","doctor",NA,45,"preventative care exam"
